number_of_reviews,reviews_score_rating,reviews_per_month
2,90,0.06
96,95,2.27
13,92,0.42
102,97,3.33
86,98,4.34
13,95,0.55
28,93,1.71
25,96,0.46
8,98,0.33
6,100,2.09
11,95,0.73
9,100,0.78
21,94,0.49
5,92,0.36
48,98,4.27
39,97,1.29
10,97,0.15
92,98,3.49
9,98,0.69
126,98,6.53
32,91,0.69
14,95,0.99
6,97,0.49
14,96,0.63
122,95,5.58
16,96,0.37
10,96,3.09
4,90,0.25
79,98,2.59
10,100,1.55
34,93,0.92
55,93,1.51
18,99,0.58
36,98,7.61
20,98,0.48
6,97,0.25
8,100,3.12
42,99,0.8
10,100,3.85
11,93,0.5
10,98,1.59
75,95,2.4
4,90,0.06
6,100,1.18
16,96,0.6
36,98,0.81
115,92,2.2
19,94,0.53
7,97,0.76
11,96,0.77
5,88,2.08
112,88,2.71
18,92,3.94
70,97,1.38
91,93,1.18
83,96,5.96
37,94,0.45
105,95,4.8
50,95,2.26
17,99,0.33
28,100,3.44
23,97,3.97
5,100,1.26
18,98,1.62
124,88,2.9
106,97,5.34
3,100,0.49
164,96,3.97
147,97,4.26
105,92,1.87
45,93,0.81
55,83,2.33
7,97,0.98
30,91,0.94
7,100,0.16
44,98,1.5
71,97,1.72
207,96,4.87
14,97,0.2
19,98,0.37
53,98,2.62
65,98,1.43
27,95,3.68
18,99,1.12
11,100,0.65
60,97,2.38
15,88,0.48
13,100,0.36
1,100,0.5
6,80,0.8
36,93,0.99
24,93,0.6
34,99,0.98
6,93,0.35
59,99,1.51
13,94,0.42
27,96,0.64
73,96,1.58
26,94,0.67
4,100,0.64
110,96,1.69
6,100,0.15
165,98,4.85
10,100,0.8
4,100,2.31
129,99,3.82
7,94,2.66
20,94,0.32
10,100,4.69
2,100,0.63
26,95,0.95
12,98,0.78
7,100,0.9
25,94,2.05
12,96,0.23
30,98,2.1
24,95,1.34
7,97,1.23
18,94,1.13
87,96,8.67
93,97,2.91
79,97,1.89
63,99,1.06
15,100,2.74
6,88,0.2
57,98,2.01
78,98,4.57
9,98,0.46
31,99,0.99
148,99,3.17
26,95,4.88
36,99,0.52
64,93,1.5
25,94,5.81
4,90,0.07
7,97,0.91
7,94,1.76
8,98,1.3
77,97,4.54
28,91,0.78
25,100,1.53
10,98,0.29
18,97,0.88
73,100,3.8
10,100,2.83
136,99,4.5
66,92,4.79
154,98,4.65
58,98,1.25
26,96,2.78
16,95,5.16
28,100,2.99
5,100,1.67
72,96,3.68
72,92,1.6
66,95,1.24
8,94,0.13
14,97,2.21
18,100,3.16
27,98,1.5
34,97,1.04
2,90,0.05
11,100,1.67
145,96,3.65
8,95,0.66
12,95,0.98
77,96,2.75
28,99,0.4
75,94,4.73
47,99,2.08
90,100,3.98
12,97,0.39
15,83,3.41
10,100,0.91
66,82,2.14
8,85,0.33
2,70,0.16
10,96,2.86
48,98,2.6
123,97,4.47
23,91,0.85
14,94,3
14,97,2.86
183,98,2.24
42,80,2.15
41,99,3.36
49,97,2.65
133,97,2.95
14,92,0.48
38,99,2.22
32,98,0.38
15,91,0.33
11,95,0.27
8,93,0.43
2,90,0.39
10,96,1.11
64,99,5.26
79,95,1.18
7,94,2.08
6,97,0.32
12,97,2.95
49,97,3.38
27,93,1.36
5,96,0.59
4,90,0.19
237,96,4.15
60,91,5.47
11,95,0.62
5,100,1.12
22,88,0.51
38,96,2.65
26,93,1.46
8,98,0.27
118,97,3.86
36,97,1.24
11,96,0.66
9,100,0.99
48,95,2.67
86,96,2.33
7,97,0.57
37,94,2.64
31,97,2.52
8,98,4.36
29,97,4.12
15,97,5.77
9,100,0.57
6,100,1.22
139,94,3.07
96,97,2.05
8,95,0.45
16,100,2.46
50,98,4.56
17,99,1.57
5,100,2.59
72,96,3.58
3,87,0.33
28,95,0.43
201,97,5.7
27,97,2.54
16,95,0.84
138,89,3.34
72,92,3.54
25,94,4.9
6,97,0.43
118,92,1.75
92,96,1.17
12,96,0.18
88,97,3.5
12,96,1.67
75,87,1.8
18,97,0.3
31,91,3.24
9,96,0.64
15,81,1.62
26,98,3.5
163,98,2.42
59,93,1.74
20,97,3.55
58,93,1.22
6,100,1.01
20,100,3.75
111,99,5.14
40,90,3.88
13,86,2.64
12,95,2.17
26,98,1.06
39,95,2.53
22,95,1.36
21,96,8.29
53,95,3.5
3,80,1.22
31,98,0.63
8,93,0.7
15,100,0.86
3,100,0.86
54,100,3.12
37,95,1.52
19,91,3.02
100,99,2.34
175,96,5.14
4,87,0.06
5,92,0.08
26,96,3.56
41,96,1.7
69,89,6.43
95,95,1.82
20,93,1.08
104,97,4.19
146,95,3.43
78,97,2.79
42,97,4.94
42,92,4.17
21,96,4.32
131,98,4.28
28,98,1.45
20,93,1.97
5,92,0.77
13,95,2.91
134,98,3.02
44,100,2.8
146,88,2.51
117,98,2.09
38,97,0.72
3,93,0.28
39,96,3.31
31,99,0.46
6,100,0.98
152,97,1.97
96,95,2.83
22,96,2.8
19,96,1.06
18,99,4.29
49,97,1.23
1,80,0.86
92,96,6.59
91,98,2.03
5,92,1.17
2,70,0.15
21,92,2.5
18,91,0.32
5,100,2.78
11,98,0.47
11,100,3.11
10,98,10
32,99,5.49
34,92,1.2
2,90,0.85
38,95,1.04
74,96,2.91
92,97,3.49
100,96,2.38
79,97,2.68
3,87,0.07
6,97,1.42
156,96,5.26
27,99,0.8
25,98,1.03
62,88,1.51
30,97,1.11
28,97,4.91
60,100,1.48
19,92,2.47
54,95,1.02
82,96,1.6
14,83,0.35
8,100,0.28
12,96,2.13
28,89,0.52
5,100,0.73
10,94,0.32
8,98,1.32
24,98,3.04
5,88,0.29
115,87,1.8
4,100,2
17,99,4.59
9,100,9
19,99,3.5
68,97,3.1
6,100,1.29
46,95,3.72
53,90,0.99
12,100,2.05
23,95,1.79
6,80,0.46
22,94,2.29
55,99,7.57
3,100,0.13
17,84,1.54
34,95,1.92
11,100,0.33
74,96,1.78
47,99,3.39
26,95,1.7
6,93,0.68
36,96,1.36
137,97,2.35
124,95,2.88
5,88,0.74
109,92,3.43
111,98,1.19
30,96,2.95
20,98,2.7
12,98,1.25
11,92,0.27
5,96,1.63
23,98,1.93
14,91,0.39
8,100,1.59
9,95,0.41
65,98,2.84
122,98,2.87
4,95,1.69
15,93,0.82
10,98,0.57
26,91,1.63
14,98,2.07
84,86,1.86
21,97,0.69
106,100,1.96
21,93,0.36
6,90,0.13
94,92,2.88
16,98,4.85
6,100,0.69
5,92,0.14
5,96,0.29
71,94,1.24
3,93,0.49
106,98,2.4
90,97,5.76
94,95,3.73
4,100,0.42
11,98,0.51
31,87,1.2
19,97,0.61
59,98,4.18
33,99,0.82
26,98,0.78
17,94,1.13
8,100,0.26
5,99,0.08
45,99,0.7
8,94,0.15
45,96,1.78
17,96,5.6
102,93,2.6
1,80,0.79
25,93,0.75
71,97,5.27
55,97,2.99
7,100,0.53
9,98,0.33
60,94,1.81
65,96,1.36
15,97,1.53
49,90,4.44
7,97,2.31
1,40,0.09
58,94,0.86
8,95,0.21
163,92,2.18
8,80,2.33
236,91,3.38
2,100,0.06
13,98,2.77
10,86,0.43
10,91,0.54
18,94,1.01
13,97,0.46
1,80,0.29
100,92,2.33
4,93,0.52
2,80,0.28
101,83,5.3
20,86,1.93
41,91,0.85
5,100,0.1
57,85,5.18
7,91,0.34
14,79,7.5
5,96,0.11
7,72,1.94
1,,0.24
4,90,0.21
2,90,0.58
4,67,0.27
5,96,0.12
28,91,4.86
6,84,0.99
10,95,0.19
2,80,0.58
13,77,0.66
1,20,0.68
5,100,0.09
49,94,3.86
3,70,0.25
2,100,0.21
18,99,4.25
2,70,0.55
4,90,0.47
2,90,0.36
4,87,0.37
21,90,2.73
3,100,0.81
3,80,0.11
7,97,0.21
1,80,0.88
2,70,1.82
97,94,4.63
3,87,0.27
3,100,0.88
1,,0.22
3,87,0.15
35,91,1.01
23,92,2.67
16,98,0.29
137,92,5.24
52,97,4.8
6,84,0.6
39,96,5.15
9,100,3.91
90,98,2.86
63,83,3.51
36,88,3.2
17,94,0.74
26,96,1.66
22,98,0.48
5,100,0.84
55,73,1.88
55,76,1.87
16,87,0.52
42,75,1.43
27,93,2.23
16,93,0.37
87,95,2.12
69,97,1.51
5,80,2.14
9,93,0.8
41,99,1.17
4,100,2.35
31,98,2.01
33,95,4.16
8,90,2.73
5,85,0.18
3,100,0.95
15,91,2.59
15,96,3.36
17,93,4.05
86,86,4.52
15,96,1.11
13,91,1.27
52,90,2.34
61,84,4.37
67,95,1.62
124,90,4.78
64,90,2.44
42,92,0.94
88,88,1.67
154,99,3.03
76,92,3.1
83,92,3.17
98,94,3.81
18,94,1.34
11,96,0.27
5,76,0.14
59,91,1.64
4,90,0.35
22,86,0.33
17,100,0.92
71,92,2.93
2,100,0.82
52,85,5.1
6,93,0.59
32,93,1.26
12,93,0.44
29,88,1.13
9,96,2.29
42,95,4.77
14,94,2.31
11,95,0.71
26,98,1.24
44,84,4.96
4,90,0.36
2,90,0.71
58,94,3.25
44,92,2.58
24,94,0.43
31,95,1.73
48,93,2.67
28,95,0.55
52,91,2.13
16,99,0.29
64,99,4.41
3,100,1.23
31,88,1.27
15,98,0.29
16,93,0.69
52,83,3.13
9,97,2.06
57,84,3.57
45,90,2.66
36,95,1.16
15,86,0.56
54,93,2.36
106,98,4.42
27,97,2.56
28,97,2.18
6,96,0.91
9,87,0.93
11,98,1.14
23,96,1.59
20,98,0.68
15,95,1.15
21,94,0.61
11,87,1.74
90,92,3.67
42,94,5.48
11,100,1.29
14,97,0.74
23,99,0.29
133,97,4.18
25,92,3.39
16,99,1.05
11,86,1.85
171,87,6.04
5,88,1.36
86,98,2.27
18,99,0.42
12,97,0.44
7,94,0.14
2,100,1.22
12,98,0.55
21,99,2.32
121,100,2.91
44,87,0.73
21,100,1.96
6,92,1.15
29,93,5.92
31,79,4.27
3,67,0.24
1,60,0.48
4,100,1.18
4,90,0.64
4,93,0.73
19,100,1.72
14,86,1.69
5,84,0.51
10,94,0.57
81,94,5.63
9,96,0.89
6,93,1.1
21,94,3.73
52,88,2.59
22,85,4.58
3,87,0.69
121,99,3.94
18,91,5
28,94,1.31
181,93,5.27
87,96,2.91
8,93,1.37
6,96,0.41
18,83,3.83
102,92,2.69
5,96,2.08
4,100,0.19
5,96,0.17
8,88,0.57
73,97,1.13
5,90,0.14
14,83,0.94
14,100,0.36
20,96,0.57
3,80,0.12
3,100,0.54
47,89,3.61
14,83,1.19
10,96,0.49
7,100,0.89
2,,0.8
11,98,0.85
145,98,8.77
20,91,2.79
26,94,3.73
52,89,2.26
4,95,1.29
80,97,4.71
7,94,1.09
15,97,0.79
37,92,5.84
105,96,2.75
65,92,5.64
17,95,0.71
13,100,0.86
26,94,1.32
4,100,0.96
23,97,1.36
36,97,3.27
3,90,0.34
13,98,0.3
96,97,5.45
7,88,0.23
4,99,0.1
20,92,2.9
7,91,2.31
68,98,3.69
13,100,0.53
13,83,0.38
5,96,0.45
12,88,0.65
7,97,0.39
23,99,5.43
72,91,2.66
5,85,0.38
20,95,1.21
11,100,0.44
14,98,1.29
12,100,1.34
14,75,2.18
52,89,1.18
30,91,0.75
24,98,1.16
5,96,0.49
24,93,3.81
30,85,4.11
2,100,0.23
16,95,0.4
112,95,3.2
23,93,3.75
29,100,3.87
47,93,1.41
23,94,1.48
32,96,0.92
7,89,0.23
2,100,0.88
18,89,2.97
3,87,0.64
24,98,0.69
10,96,0.46
1,60,0.1
146,94,3.78
72,95,1.74
2,90,0.32
3,93,1.41
73,94,3.29
23,97,1.53
4,100,0.46
21,89,3.33
17,87,0.43
84,97,1.04
16,94,0.64
64,98,1.58
16,100,0.57
18,95,0.33
49,95,0.63
2,100,0.27
34,92,1.4
16,99,0.97
23,88,1.67
33,97,0.97
41,94,0.73
8,88,0.46
31,92,4.31
5,100,3.85
37,86,5.36
72,94,5.14
34,98,3.09
14,96,1.27
38,93,1.11
142,88,1.87
6,100,1.78
8,98,0.11
29,92,4.03
3,100,1.29
7,97,0.61
41,92,1.94
16,99,0.55
9,96,0.44
7,100,0.65
129,96,2.48
85,90,3.56
9,96,1.31
8,100,0.73
11,93,0.76
43,91,1.82
39,95,2.25
30,92,3.21
49,93,3.31
9,93,0.89
76,96,5.31
11,98,4.71
18,95,1.18
4,93,0.24
26,93,4.24
9,78,1.16
5,100,3
41,97,3.83
40,91,2.31
15,95,4.25
235,98,6.35
27,88,3.24
20,97,1.56
118,97,2.14
11,100,1.68
14,84,0.31
4,100,0.32
25,93,1.16
84,93,2.79
11,95,0.43
25,90,2.34
79,88,3.41
40,93,0.9
33,91,2.8
73,95,2.4
3,100,0.98
97,89,5.11
18,98,1.65
195,97,6.13
6,90,1.84
11,93,8.92
51,93,6.77
8,95,1.62
140,98,2.56
70,95,2.12
4,70,0.22
13,90,0.45
67,91,2.38
5,100,0.96
20,97,1.24
31,98,2.11
15,99,2.08
18,100,1.61
61,94,3.77
4,90,2.61
130,90,4.91
40,99,8.76
5,88,0.26
1,80,0.3
15,95,7.26
1,,0.3
41,95,2.79
68,98,4.81
55,93,3.48
9,95,0.27
34,97,2.17
9,82,0.32
125,99,2.74
164,95,5.08
13,97,1.37
70,95,2.48
39,98,3.63
32,97,2.42
1,100,0.37
69,96,5.45
121,87,2.91
9,100,2.39
5,100,0.21
210,93,6.83
25,93,3.81
15,95,1.54
21,97,5.94
29,92,4.75
17,91,2.6
26,99,1.48
46,94,3.87
20,90,3.35
8,93,1.62
33,99,7.39
56,98,8.2
20,98,5.77
40,98,2.13
8,88,2.29
4,100,1.07
58,97,9.16
19,97,1.12
30,87,8.41
28,99,5.96
127,96,4.57
21,92,0.62
49,95,0.81
64,96,5.52
44,93,3.99
11,91,0.45
13,94,1.72
90,99,7.71
236,97,7.31
112,92,3.82
13,97,0.77
65,86,3.6
124,95,6.45
281,98,5.48
71,90,6.47
23,91,2.54
10,98,2.63
38,95,0.95
38,96,3.31
129,89,5.43
5,100,2.27
38,97,1.25
14,98,2.59
17,92,1.88
5,90,0.18
34,89,4.53
239,96,6.05
13,97,6.19
13,97,8.13
10,92,6.98
9,84,0.22
44,94,8.1
111,93,3.23
2,100,0.91
6,68,0.42
33,94,1.83
5,96,5
54,96,3.01
7,91,7
99,96,5.18
32,94,6.53
4,100,3.33
13,97,1.91
39,97,3.18
26,96,1.14
34,99,4.47
3,96,0.05
39,98,2.09
42,87,2.45
116,91,2.81
30,93,1.13
3,40,0.45
83,96,2.71
19,95,5.23
28,100,4.16
37,96,1.07
37,88,6.94
40,97,6.78
22,95,2.28
25,97,1.51
25,94,3.11
51,95,4.02
16,77,0.37
1,,0.52
95,98,2.09
15,96,2.62
15,91,8.18
21,87,1.23
1,100,0.7
21,97,1.5
58,91,2.15
37,96,0.91
126,90,3.55
19,89,0.79
9,93,3.75
16,98,0.59
40,97,2.33
11,100,0.4
12,98,0.84
2,,0.44
1,,0.75
109,98,2.85
44,88,4.09
38,91,2.03
1,100,0.41
3,87,0.75
34,96,1.06
16,99,0.96
153,96,3.61
10,100,0.26
11,98,0.31
63,98,1.92
6,100,2.34
57,94,1.56
21,96,1.32
93,99,2.04
45,92,0.88
17,93,1.44
2,80,0.17
64,95,1.17
55,88,1.82
67,96,3.38
4,95,1.56
93,99,4.3
15,100,0.34
19,99,0.69
11,82,1.83
32,99,0.56
15,97,0.61
14,93,0.54
3,100,1.13
35,96,2.79
17,98,2.36
52,97,1.31
14,89,2.96
22,97,1.31
21,94,1.34
7,85,0.32
6,92,1.43
211,94,5.02
5,92,0.12
13,98,1.21
4,95,1.15
14,86,1.49
21,96,0.37
66,92,2.71
15,99,1.69
39,97,1.1
12,97,0.98
28,92,1.78
11,89,7.86
70,96,3.39
115,93,2.96
11,95,0.38
156,97,2.88
81,94,2.22
30,84,0.87
16,92,0.64
89,87,4.1
68,96,0.75
9,96,3.18
22,99,2.72
27,94,2.62
3,93,0.37
25,99,2.14
17,96,1.55
29,94,1.27
12,95,0.97
60,99,3.07
16,93,3.27
8,100,0.23
6,100,0.5
3,87,1.13
5,100,0.18
6,100,0.38
225,98,5.52
62,92,1.8
12,95,0.27
42,93,1.41
82,98,4.73
2,,1.3
24,98,4.09
44,97,2.4
50,96,3.17
63,89,1.29
8,95,0.83
81,89,2.2
3,100,0.05
33,90,6.88
2,100,0.54
47,93,1.58
24,96,3.53
98,98,4.01
24,84,0.72
20,99,1.21
40,94,2
16,98,0.56
7,100,1.2
14,97,5
48,96,1.42
155,99,6.26
32,96,1.83
86,94,5.96
10,90,2.22
21,97,0.53
193,97,2.63
9,98,1.22
28,82,1.94
45,92,1.39
53,98,4.05
59,97,1.14
6,100,0.33
26,87,6.5
34,95,0.64
16,99,0.26
136,97,3.39
137,98,4.41
22,96,0.55
8,96,0.3
13,95,1.15
8,95,0.6
93,96,6.13
63,92,3.68
15,91,0.3
61,100,5.67
54,97,2.01
18,89,1.07
5,84,0.47
73,96,2.73
6,93,0.42
45,96,1.67
18,93,1.73
6,92,0.37
64,93,1.64
3,,0.22
7,94,0.4
23,93,1.94
12,100,0.23
32,92,2.46
79,97,6.95
11,95,0.32
127,98,3.15
28,99,0.7
42,89,3.87
83,96,2.13
83,92,2.82
44,95,3.76
6,93,0.18
13,97,1.58
6,87,0.34
44,90,7.5
3,87,0.42
21,82,1.96
32,91,1.01
23,98,1.46
116,86,1.52
12,98,0.32
6,88,0.3
15,96,1.06
85,98,3.71
12,100,0.56
33,99,4.4
111,97,4.14
69,97,4
4,85,1.1
8,98,0.24
12,77,1.46
33,96,1.54
14,95,0.75
66,98,4.02
210,97,4.96
2,100,0.39
37,97,1.06
109,99,2.28
42,100,1.05
26,94,0.51
119,93,4.64
23,97,0.26
3,93,0.08
30,94,0.78
42,95,0.86
10,91,1.16
45,98,1.12
7,94,2.36
3,80,0.53
18,94,1.03
25,91,0.6
16,86,0.68
119,91,2.69
57,96,2.07
11,88,0.39
49,96,3.56
13,100,3.82
16,95,0.47
102,87,2.67
8,86,0.46
21,96,2.99
5,100,1.43
12,88,1.01
22,88,0.24
5,68,1.26
27,99,2.47
55,95,1.52
58,93,3.61
42,98,1.48
20,100,4
2,100,1.07
158,97,2.43
34,98,2.31
3,93,0.39
44,99,4.6
145,98,4.21
150,94,4.16
6,97,1.35
28,94,3.64
29,95,1.27
38,95,2.39
32,95,2.92
72,99,4.57
8,95,0.18
3,100,0.48
18,99,0.45
4,60,0.17
26,81,1.77
39,92,0.74
59,99,1.28
134,96,3.54
18,100,1.34
23,93,0.91
2,100,1.43
98,92,2.5
48,96,1.57
285,99,3.78
16,95,0.87
61,87,3.29
4,85,0.9
79,81,1.7
48,97,1.17
9,93,0.79
45,98,1.81
263,98,3.49
116,98,3.16
17,88,1.06
8,97,1
48,96,4.44
58,89,0.82
6,100,0.08
15,93,0.92
4,80,2.07
4,100,0.57
14,94,2.51
12,98,1.55
37,96,0.84
67,94,4.1
80,93,2.11
124,86,4.18
88,97,5.28
137,96,5.95
48,98,0.79
190,97,5.75
177,96,3.38
47,94,2.83
22,96,0.99
6,93,1.2
34,95,1.73
40,89,0.71
135,90,3.21
33,92,0.8
45,95,0.8
8,98,1.18
22,99,2.75
16,97,1.37
24,98,0.57
85,91,2.87
4,100,1.35
8,95,0.53
11,89,6.88
10,88,2.04
5,88,0.15
49,98,1.57
83,99,1.85
18,97,2.87
10,96,0.56
11,98,0.82
40,97,1.25
96,93,5.73
7,97,0.69
97,99,4.44
74,98,4.43
13,72,1.78
68,96,4.08
20,91,0.84
50,90,1.01
49,89,1.79
81,95,4.85
102,98,3.31
3,80,0.55
17,99,0.99
3,73,0.36
22,95,1.92
13,92,0.25
290,98,4.41
15,95,2.63
10,93,0.46
75,97,4.05
81,95,2.49
17,78,2.32
34,99,4.03
49,97,4.12
33,98,2.79
4,85,1.69
3,73,0.45
12,93,1.61
5,96,0.68
10,96,0.24
15,97,5.49
60,99,2.15
2,80,0.1
13,100,3.55
14,98,0.27
130,97,5.45
90,96,4.32
8,83,0.54
14,96,1.65
39,94,0.95
3,100,1.5
7,100,0.23
6,93,2.31
28,98,2.9
7,94,0.3
31,82,2.35
24,94,1.04
124,99,2.87
6,97,1.19
176,94,2.15
144,93,3.12
12,96,2.26
4,95,0.75
103,97,6.01
211,97,6.38
3,94,0.07
12,100,0.42
13,72,0.65
74,97,4.6
16,91,1.16
5,90,2.08
79,97,3.05
32,94,0.62
87,98,6.33
17,99,1.01
2,94,0.04
11,98,2.29
40,96,2.53
44,97,1.26
12,96,1.25
24,96,2.47
14,89,2.22
180,92,3.73
4,100,0.75
8,100,0.75
7,71,0.93
54,98,1.54
6,100,0.72
25,99,1.87
39,95,3.31
238,97,3.85
40,99,4.71
7,94,0.16
82,90,2.07
38,96,2.18
11,98,1.45
14,96,1.04
10,100,0.4
20,90,0.57
20,75,2.7
25,96,1.05
41,96,3.82
106,98,3.59
25,98,0.82
7,89,1.54
223,97,5.66
2,100,0.92
62,94,1.44
51,97,3.24
11,98,0.68
28,96,0.65
22,93,1.22
46,82,1.06
66,97,3.85
7,100,0.63
5,96,0.33
65,97,0.95
3,88,0.05
111,88,3
20,93,0.48
2,100,0.83
109,93,6.65
5,96,0.42
4,95,0.55
13,94,0.76
27,93,0.76
8,95,0.73
14,97,0.46
23,87,2.23
4,100,1.21
7,97,0.15
92,99,2.37
29,95,7.77
15,92,0.53
1,,0.12
92,85,5.03
4,80,0.42
11,96,1.86
92,96,2.77
2,80,0.08
88,97,2.87
16,81,0.37
